onset	duration	trial_type
18.00719409401063	17.99816282300162	scenes
36.00538238999434	17.997668480995344	scrambled
54.00308873099857	17.99842519100639	faces
72.00152586901095	17.9988539449987	bodies
90.00039800000377	18.000512263999553	objects
126.01082343800226	17.999526261992287	objects
144.0103612790117	17.99678603099892	bodies
162.00716764101526	17.997314868989633	faces
180.0045026630105	17.99887305899756	scrambled
198.0033925290045	17.998005472007208	scenes
