onset	duration	trial_type
18.007146457995987	17.999852583001484	bodies
36.0070082500024	18.000075415999163	faces
54.00709241599543	17.99990575000993	scenes
72.00700720799796	17.99963162500353	objects
90.00664633300039	18.000023500004318	scrambled
126.00657954100461	18.000207666991628	scrambled
144.0067969160009	17.999657874999684	objects
162.00646066600166	17.999803291997523	scenes
180.00626916599867	18.000570500007598	faces
198.00684554100735	18.00045799999498	bodies
