onset	duration	trial_type
18.013637541997014	17.98669745802181	bodies
36.000344708998455	18.013435250002658	faces
54.01378991699312	18.00032437502523	scenes
72.01412379200337	17.99883612501435	objects
90.01296729201567	18.000002499989932	scrambled
126.01287649999722	18.000262750021648	scrambled
144.01314595900476	17.99985837499844	objects
162.01300995901693	18.00008112497744	scenes
180.01309833402047	18.000059915997554	faces
198.013165167009	18.00008825000259	bodies
